web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576036085-1069","https://losestudiantes.co/","Guillermo Andres Castellanos CastiblancoEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/guillermo-andres-castellanos-castiblanco","Excelente profesor, se aprende mucho con el ya que posee una cantidad de conocimientos, sus métodos de enseñanza son bastante buenos y exige mucho de cada uno de sus alumnos. Es un poco egocéntrico ya que muy a menudo se le subía un poco a la cabeza de que el era el mejor. De lo demás me parece un excelente profesor.","4.1"
"1576036078-1068","https://losestudiantes.co/","Olga Janneth Gomez RamirezEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/olga-janneth-gomez-ramirez","La profesora Olga Gomez  es una profesora mas catedrática que cualquier otra cosa, es una profesora que algunas veces puede ser aburrida, dependiendo del manejo del tema de la catedra que ella misma tenga. Es una profesora con un porte de amabilidad pero es exigente es cuanto a trabajos de redacción. Es disciplinada y puntual, en especial cuando se trata de los recesos de las clases.","4.1"
"1576036368-1082","https://losestudiantes.co/","Martha Lucio AlvarezEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/martha-lucio-alvarez","La profesora Martha Lucio es una profesora EXCELENTE, EXCELENTE. Tiene porte de ser exigente y lo es, pero es objetiva y bastante argumentativa, si se le presentan objeciones se debe estar seguro de la opinión y de la respuesta al porque del porque, es excelente profesora en la parte de Salud mental y además la disciplina y cumplimiento son importantes para ella. Tiene un conocimiento absoluto en su área de especialidadPros: Disciplinada
Exigente
puntual (en las notas)","5"
"1576036283-1078","https://losestudiantes.co/","Blanca Nieves Piratoba HernandezEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/blanca-nieves-piratoba-hernandez","La profesora Blanca Nieves es una profesora demandante, es una profesora cumplida pero poco objetiva, el porte del uniforme y la actitud que ve en los sitios de practica es algunas veces mas importante que el conocimiento que el propio estudiante tenga acerca de lo que se hace. La presentación personal es importante cuando se va a ver una asignatura de practica con ella y además realizar los trabajos con al mayor creatividad posible.","1"
"1576036354-1080","https://losestudiantes.co/","Myriam Patricia Pardo TorresEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/myriam-patricia-pardo-torres","Excelente docente Pros: sabe mucho
es paciente","5"
"1576036347-1079","https://losestudiantes.co/","Islendy Noreña AcevedoEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/islendy-nore%C3%B1a-acevedo","La mejor profesora con la que he tomado clase hasta el momento. Conoce mucho sobre los temas, siempre tiene las clases preparadas, es muy organizada, sus diapositivas son de muy buena calidad y explica los temas hasta que queden completamente comprendidos. 
Como persona es un amor, es muy comprensiva y su exigencia inspira a querer hacer las cosas bien.","5"
"1576036191-1074","https://losestudiantes.co/","Luz Stella Bueno RoblesEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/luz-stella-bueno-robles","La profesora Luz Stella Bueno es excelente en la manera de dar catedra y de argumentación, los temas con ella se hacen entendibles y tiene conocimiento sobre la mayoría de las áreas de enfermería, hay que ser organizado y objetivo cuando se le presentara un trabajo, todo lo que es enseñado en su clase es importante para el resto de la formación.","4"
"1576036212-1076","https://losestudiantes.co/","Luz Nelly Rivera AlvarezEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/luz-nelly-rivera-alvarez","La profesora exige bastante académicamente, por lo que deja bastantes trabajos y talleres; sin embargo siempre hace muy buena retroalimentación de los trabajos y se aprende mucho  con ella.","4"
"1576036170-1072","https://losestudiantes.co/","Consuelo Ortiz SuarezEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/consuelo-ortiz-suarez","La profesora Consuelo Ortiz es una profesora con excelente conocimiento, muy estricta y correcta en sus decisiones, como coordinadora de la asignatura es excelente y muy ordenada, tiene en cuenta las objeciones y los puntos de vista de los estudiantes; en los laboratorios de simulación es excelente profesora, se aprende mucho con ella y además es un aprendizaje actualizado","5"
"1576036148-1071","https://losestudiantes.co/","Gloria Lucia Arango BayerEnfermería","https://losestudiantes.co/universidad-nacional/enfermeria/profesores/gloria-lucia-arango-bayer","La profesora Gloria Lucia Es una profesora EXCELENTE, es objetiva, argumentativa, con un manejo de catedra excelente, disciplinada y una buena persona. Es excelente persona y además tiene conocimiento en varios campos de la enfermería, es una profesora que mantiene la atención del estudiante y además es puntual en la entrega de notas, es un ejemplo a seguir para los profesionales futurosPros: Excelente persona
Puntual","5"
