web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576097969-83","https://losestudiantes.co/","Stefania GalliniHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/stefania-gallini","No preparó la clase nunca. Menos mal no volverá a darla.Cons: Desordenada","2.5"
"1576097926-77","https://losestudiantes.co/","Dario Campos RodriguezHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/dario-campos-rodriguez","Excelente docente, aveces las clases se vuelven un poco densas debido a la cantidad de información, el docente se encarga de hacer a la clase amena y entretenida.Pros: Excelente docenteCons: Un poco desorganizado con las notas","4.7"
"1576097918-73","https://losestudiantes.co/","Mauricio Archila NeiraHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/mauricio-archila-neira","El profesor Archila es un experto en movimientos sociales del siglo XX, por lo cual constantemente este aspecto está presente en las clases magistrales. Por otra parte, las lecturas son muy variadas y todas ellas permiten tener un buen acervo historiográfico para comprender a grandes rasgos la primera mitad del siglo XX en Colombia. La materia se califica con seis reseñas y un trabajo final. Casi todas ellas son calificadas por el monitor, que sin embargo es muy objetivo al momento de hacerlo.

Es un excelente profesor con espíritu crítico frente a la sociedad y al Estado, muestra de ello es que Uribe Vélez arremetió en su contra por ""apología al terrorismo"", lo cual se puede desmentir leyendo sus libros y estando en sus clases.Pros: Excelente profesor.
Es gracioso.
Es exigente con cosas como la puntualidad y la asistencia a las clases.
Realiza salida de campo.
Cons: Debería modificar la forma de socializar las reseñas. Esa dinámica de competencia ya está mandada a recoger.
Debería dividirse la calificación de las reseñas con el monitor.","5"
"1576097882-70","https://losestudiantes.co/","Marixa LassoHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/marixa-lasso","Sabe mucho del tema y si le dan cuerda se extiende.Pros: Muy atenta y dispuesta a resolver dudasCons: Parece que prepara solo la mitad de la clase si no participan.","3.8"
"1576097910-72","https://losestudiantes.co/","Paolo VignoloHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/paolo-vignolo","Excelente docente, apasionado por el curso y abierto a dar variados puntos de vista sobre los temas de las sesiones.Pros: Clases a la calle Cons: bastantes lecturas y muy extensas","4.7"
"1576097961-82","https://losestudiantes.co/","Roch Charles LittleHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/roch-charles-little","Roch Little, profesor de distintas asignaturas del departamento de Historia.

Es un excelente maestro y está a la vanguardia de la utilización de contenidos poco ortodoxos para sus clases. Utiliza contenidos multimedia para facilitar la clase. Tiene un excelente manejo del español.

Conoce muy bien los temas que trata en sus clases.

Su metodología de calificación es flexible y justa.","4"
"1576097926-78","https://losestudiantes.co/","Dario Campos RodriguezHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/dario-campos-rodriguez","Darío Campos, varias materias del departamento de Historia.

Sus clases suelen extenderse mas del tiempo estipulado, se preocupa por profundizar en los temas que expone. Realiza distintos trabajos que hacen flexibilizar la materia y expandirla hacia otros campos como las artes o la literatura.

Su forma de calificación es muy flexible.","4.5"
"1576097976-85","https://losestudiantes.co/","Jorge Augusto Gamboa MendozaHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/jorge-augusto-gamboa-mendoza","Jorge Gamboa, es profesor de la asignatura ""America I""

Su metodología está enfocada a un contenido precolonial, comenzando superficialmente por Norte América, pero profundizando lo mejor posible en Sur América, se explican diversos temas, como culturas, función de la sociedad, arquitectura y arte. A pesar de tener el pequeño vacío conceptual de Norte América, este no afecta demasiado al contenido total de la asignatura. 

Su forma de calificar es estricta, pero justa. La mejor forma de resolver inconvenientes académicos, es hablando con el. También propicia sitios externos a las clases para mejorar y profundizar en los temas.","4"
"1576097991-86","https://losestudiantes.co/","Hernando Dudlerth Cepeda SanchezHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/hernando-dudlerth-cepeda-sanchez","Es un muy buen profesor con amplio conocimiento sobre su área de estudio. Se debe llegar a cada clase con las lecturas correspondientes listas, de esta manera se hace un ejercicio más ameno. Los métodos de calificación son trabajos específicos, generalmente de ejercicios investigativos que proveen experiencia en este campo tan necesario. Pros: Propicia la discusión en clase y el diálogo con el profe es bastante fácil.","4.5"
"1576097926-75","https://losestudiantes.co/","Dario Campos RodriguezHistoria","https://losestudiantes.co/universidad-nacional/historia/profesores/dario-campos-rodriguez","De los mejores profesores del departamento, realmente le pone empeño a sus clases y las hace interesantes.Pros: Es muy amable y se esfuerza por hacer las clases algo agradable 
Se aprendeCons: No da descanso y la clase dura tres horas
Algunas civilizaciones quedan por fuera porque se extiende mucho con las primeras","4.5"
