web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576029717-243","https://losestudiantes.co/","Carlos Augusto SanchezAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/carlos-augusto-sanchez","Pros: Se aprende mucho
Se sale de campo y no solo a pasear, se hacen practicas de campo memorables.
No es tan laxo al calificar 
Esta rayado con el mundoCons: Es mediogrosero en sus modales veces le falta un poco de compasión
Enseña casi los mismos temas aunque sean clases distintas
Esta rayado con el mundo","4.5"
"1576029828-251","https://losestudiantes.co/","Jose Vicente Rodriguez CuencaAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/jose-vicente-rodriguez-cuenca","No cumple ni la mitad del programa ni mucho menos el horario dispuesto para la  asignatura. Lee diapositivas durante toda la clase, rellenas de bibliografía propia. Cero pedagogía, apropiación por la clase e interés porque sus estudiantes aprendan. Nada cordial y no se toma la molestia de orientar a sus estudiantes frente a las preguntas que tienen de los trabajos que deja, sino al final cuando ya ha dado las calificaciones. Pros: El estudiante debe ser muy autónomo, me faltó interés para dejar la materia más alta.Cons: No debería volver a dictar esa materia, al parecer en otras es mucho mejor.
Es una vergüenza para la pedagogía.","1"
"1576029661-241","https://losestudiantes.co/","Gerardo Ignacio Ardila CalderonAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/gerardo-ignacio-ardila-calderon","A pesar de que sabe mucho y sus lecturas son excelentes, es demasiado arrogante, prepotente, sus clases no dan lugar para una crítica alejada del pensamiento del ""profesor"" y menos para las preguntas. Así que es necesario participar en cada clase (ahí el resultado de mi nota final, no lo hice) y decir lo que él quiere escuchar. Resalta su trabajo en la Alcaldía de Gustavo Petro: su discurso es excelente pero no aplica nada de lo que dice. Pros: Puntual. Repito los textos propuestos son excelentes.Cons: Está obsesionado con Gregory Bateson (no sé si eso es bueno o malo :v)","3"
"1576029849-253","https://losestudiantes.co/","Luis Carlos Alvarez JimenezAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/luis-carlos-alvarez-jimenez","Unir Marxismo con Estructuralimo me parece algo problemático. Las lecturas era muy normales (no disgustaban pero tampoco enamoraban).Pros: Usa material interactivo en sus clases, lo que hace que por lo menos no sean aburridas.Cons: Entre los mismos estudiantes se dice que sus clases eran sosas; no era él al enseñar (imitando a Carlos Páramo) y en ocasiones confundía a los estudiantes con sus contradicciones.","3.5"
"1576029724-245","https://losestudiantes.co/","Carlos Guillermo Paramo BonillaAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/carlos-guillermo-paramo-bonilla","Pros: Excelentes lecturas.
Excelente pedagogo.
Permite ver de forma critica la historia, manteniendo un respeto a la teoría historiografica.Cons: Es muy fácil de pasar su materia.","5"
"1576029807-249","https://losestudiantes.co/","Francois Correa RubioAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/francois-correa-rubio","Excelente investigador, docente y antropologo. El profesor es tal vez el más exigente de todo el departamento, pero como exige enseña, uno normalmente si no lee queda perdido en clase y se gana las criticas del profesor durante clase. Muchos lo consideran muy pedante, pero esto es por su forma de exigir la lectura juiciosa y rigurosa de las lecturas que deja, sobre esto, normalmente abre sus clases preguntando sobre las lecturas, buscando las dudas dejadas, pero de paso aprovecha para tantear quienes leyeron y quienes no.

En sus clases es muy riguroso con el manejo de conceptos antropológicos, permitiendo que uno comprenda la naturaleza, escuela teórica e historia de los conceptos básicos. Sus lecturas son muy buenas, pero recomendaría que toca leer mucho más de lo que el deja para las clases, con el fin de llevar preguntas que permitan un mejor desarrollo de la clase, sacandole provecho a los conocimientos del profesor.Pros: Excelentes lecturas.
Se aprende con rigor conceptos y acercamientos metodológicos.
Se abordan una buena parte de las comunidades indígenas del país.
Se aprende sobre parentesco.
Se exige uno como estudiante.

Cons: Es un poco rajon en las notas de los parciales.
Se burla sutil e irónicamente de los estudiantes que no leen y dicen burradas en clase.","5"
"1576029863-255","https://losestudiantes.co/","Juan Jose Vieco AlbarracinAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/juan-jose-vieco-albarracin","El profe Vieco es muy bueno en su tema, aunque algo flojo para el trabajo docente. El profe en las clases se esfuerza por conectar lo que se lee o aborda con la realidad del país, dando insumos desde su experiencia laboral y de vida.
Sus lecturas son buenas, permiten que uno averigüe mucho más de cada tema y en verdad es muy relajado con los trabajos, evaluándolos de acuerdo a el semestre de sus estudiantes. Sus clases pueden ser muy monótonas, por lo cual es necesario participar en sus clases, ademas de que el exige eso mismo.
Su salida de campo es de las pocas salidas de verdad de campo, en donde en verdad toca trabajar y poner a funcionar las capacidades teóricas adquiridas.Pros: Buenas lecturas.
Excelente salida de campo.
Buenos invitados.
Fácil de pasar.
Cons: Llega tarde a clase.(aunque tiene que ver con su enfermedad)
Si no se participa se vuelven muy monótonas sus clases.","3.5"
"1576029620-239","https://losestudiantes.co/","Maria Consuelo De Vengoechea RodriguezAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/maria-consuelo-de-vengoechea-rodriguez","Divaga mucho en su clase, no logrando abordar los temas con la propiedad necesaria. Las lecturas son regulares, aunque hay unas muy buenas, hay otras regulares y otras en definitivas innecesarias o malas.Pros: Se aprende mucho sobre la filosofía del lenguaje de Wilhelm Von Humbolt.Cons: Es fácil dormirse en sus clases.
Se aprende mucho sobre la filosofía del lenguaje de Wilhem Von Humbolt.","2"
"1576029612-237","https://losestudiantes.co/","Jose Virgilio BecerraAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/jose-virgilio-becerra-becerra","Las lecturas son muy buenas, vale la pena aprovechar el potencial bibliográfico de las materias. El profesor es muy desordenado con todo, tanto con notas como con las salidas de campo y hasta con el desarrollo de las clases, pero las clases son provechosas ya que si deja de divagar, hablando sobre su vida y anécdotas, logra ser critico con conceptos arqueológicos.","3"
"1576029863-256","https://losestudiantes.co/","Juan Jose Vieco AlbarracinAntropología","https://losestudiantes.co/universidad-nacional/antropologia/profesores/juan-jose-vieco-albarracin","Es muy cordial y sabe mucho. Cons: Más de la mitad del semestre son exposiciones que se tornan aburridas. Quizá en otras asignaturas es mejor docente, siempre se subestima al primíparo.","4"
