web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576102658-929","https://losestudiantes.co/","Jaime Andres Robayo MesaMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/jaime-andres-robayo-mesa","Es un muy buen profesor, se esmera por enseñar el tema que le corresponde en mi caso Calculo Diferencial, los pariciales no son dificiles, pero si son de dedicación.","4.5"
"1576102533-789","https://losestudiantes.co/","Leonardo Rendon ArbelaezMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/leonardo-rendon-arbelaez","Es bastante bueno Pros: Sabe bastante y se nota que le interesa que aprendamosCons: Va demasiado rápido y sus dibujos no se entienden aveces","4"
"1576102555-834","https://losestudiantes.co/","German Eduardo Fonseca BuitragoMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/german-eduardo-fonseca-buitrago","Es un excelente profesor,  sin embargo las clases de los lunes con festivos , generó  que explicará muy rápido... pero en general bien,  hay que aprovechar el primer parcial y los quices.","4.5"
"1576102013-367","https://losestudiantes.co/","German Preciado LopezMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/german-preciado-lopez","En general explicaba bien pero solía divagar, lo cual complicaba en buen medida apropiarse de los temas. Algunos de estos fueron muy densos y era muy necesario trabajar para aprenderlos. Para los parciales había que estudiar bastante y no se dejaban muy altos. 

Con las otras notas aparte de parciales daba ayudas, en especial para el segundo parcial. Si uno no tenía buenas bases de cálculo diferencial e integral, era una materia bastante pesada con él.

NO SE DUERMA DURANTE LA CLASE NI LLEGUE TARDE.Pros: Domina el tema.Cons: Explica regular y divaga.","3.5"
"1576102065-395","https://losestudiantes.co/","Gustavo Adolfo Nieto ClavijoMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/gustavo-adolfo-nieto-clavijo","Explica bien,es amable, los parciales son fáciles (no pide ninguna demostración) y generalmente los puntos salen de los ejemplos que pone en clase o del taller que manda ,recomiendo hacer los talleres, con eso se dejan seguramente en 5 todos los parciales (los talleres son relativamente fáciles).Pros: Parciales  fáciles, se pueden dejar en 5 si se hacen los talleres.Cons: A veces se enreda o se equivoca en los ejemplos, pero nada importante, el concepto se entiende claramente y generalmente los estudiantes lo corrigen.","5"
"1576102468-740","https://losestudiantes.co/","John Jaime Rodriguez VegaMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/john-jaime-rodriguez-vega","Buen profesor, enfatiza en que la gran ayoria de estudiantes puedan aprender","4.6"
"1576102489-766","https://losestudiantes.co/","Clara Marina Neira UribeMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/clara-marina-neira-uribe","Pros: Explica bien, parciales de ejercicios parecidos a los del libro y a los que se hacen en clase","5"
"1576102533-790","https://losestudiantes.co/","Leonardo Rendon ArbelaezMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/leonardo-rendon-arbelaez","Uno de los mejores profesores de la Universidad, repasa la temática de cursos anteriores, y deja supremamente preparado para el siguiente, tanto así q lo deja con la intriga de lo que va a ver el próximo semestre. Pros: -Clase interesante.
-Explica teoría Básica y refuerza con ejercicios. Cons: -Nada...","5"
"1576102065-403","https://losestudiantes.co/","Gustavo Adolfo Nieto ClavijoMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/gustavo-adolfo-nieto-clavijo","Es un muy buen profesor, explica bien aunque a veces se pierde un poco del tema, uno pasa los parciales si realiza los talleres que el manda, es duro al calificar pero es justo, a veces se salta un tema y lo explica después como una ""Nota""Pros: -Resuelve bien las dudas
-Deja varios talleres
-PuntualCons: -Califica duro
-Toma asistencia","4.6"
"1576102234-578","https://losestudiantes.co/","Nestor Raul Pachon RubianoMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/nestor-raul-pachon-rubiano","Un muy buen profesor, las clases a pesar del horario no son aburridas y tiene talento para explicar y enseñar. Deja talleres opcionales con muchos ejercicios y los parciales son pesados, por lo que hay que trabajar mucho. Por lo general quita el peor parcial y al final ayuda un poco.Pros: Se aprende mucho
Resuelve cualquier dudaCons: La materia es muy pesada","4.6"
"1576102386-697","https://losestudiantes.co/","Serafin Bautista DiazMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/serafin-bautista-diaz","Le da mucho énfasis a la parte cualitativa. Los ejercicios con él son más de procedimiento que de razonamiento. Es un profesor muy amable y buena gente, pero no tiene el nivel de rigurosidad que se espera de un profesor del FEMPros: Es muy chistoso
Cons: Los parciales son muy procedimentales","3.7"
"1576102300-635","https://losestudiantes.co/","Hernando Gaitan OrjuelaMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/hernando-gaitan-orjuela","Las clases con este profesor son muy aburridas y se tornan molestas cuándo se confunde con cuentas sencillas (cosa que ocurre casi todo el tiempo), con lo cuál pierde tiempo. 
El único aspecto rescatable es que los parciales son sencillos (van de lo explicado en clase) y en general es amable con la nota.
Como sugerencia, realizar mucho trabajo autónomo basando en el texto utilizado por el profesor.Pros: Parciales sencillos.
Calificaciones generosas.Cons: Clases muy aburridas.
Se confunde con cuentas.","2.5"
"1576102087-429","https://losestudiantes.co/","Sandra Carolina Garcia MartinezMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/sandra-carolina-garcia-martinez","Es buena explicando y siempre está dispuesta a resolver las dudas de los estudiantes, se aprende bien y lo necesario con ella; aunque depende mucho, demasiado, de las diapositivas. Cuando copia en el tablero es extremadamente desorganizada. Sus comentarios a la hora de calificar tienden a ser un poco agresivos, y hay ocasiones en que no es 100 % objetiva con la calificación.Pros: Deja ejercicios para subir la nota de quices, se puede dejar alta esta nota.
Explica bien.
Tiempo para asesorías.Cons: Suele llegar tarde.
Depende de las diapositivas.
Desorganizada.
Sus clases tienden a ser aburridas.
Se enreda cuando algún estudiante le pregunta algo en clase.","3"
"1576102629-899","https://losestudiantes.co/","Epifanio Lozano AyalaMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/epifanio-lozano-ayala","Es buen profesor, tiene bastante dominio del tema pero no alcanzó a abarcar todos los temas, específicamente aplicaciones físicas o estadísticas, y series de taylor (con profundidad).
Propone ejercicios interesantes, se puede dejar alta pero tambien hay que estudiar de forma autodidacta.","3.8"
"1576102386-694","https://losestudiantes.co/","Serafin Bautista DiazMatemáticas","https://losestudiantes.co/universidad-nacional/matematicas/profesores/serafin-bautista-diaz","Es pésimo profesor, no abarca todos los temas del curso y no explica nada bien Pros: Califica suave Cons: No enseña nada","2"
