web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576100334-303","https://losestudiantes.co/","Lilia Esperanza Cuellar CaicedoSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/lilia-esperanza-cuellar-caicedo","Cons: las clases son bastante monotonas, y aveces a pesar de que son temas interesantes , la clase se vuelve aburrida, puesto que solo lee diapositivas, no es muy dinamica","3"
"1576100483-309","https://losestudiantes.co/","Leonardo Andres Amado SuarezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/leonardo-andres-amado-suarez","Arrogante, irrepetuoso, petulante, inteligente pero de que le sirve, si enseñar no sabe, nunca jamas en mi vida volvria a ver una clase con el","1.3"
"1576100172-297","https://losestudiantes.co/","Claudia Leguizamo VaccaSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/claudia-leguizamo-vacca","Es muy buena se nota que desea enseñar y se esfuerza para cerciorarse de que los estudiantes aprendan, busca nuevas formas de enseñanza y espacios nuevos, esta muy actualizada, es muy amable y muy respetuosaPros: Sabe mucho lo que enseña y lo sabe enseñar","5"
"1576100370-305","https://losestudiantes.co/","Victor Daniel Onofre OsorioSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/victor-daniel-onofre-osorio","Es buen profesor se toma el tiempo de escucharlo a uno y resolver cualquier duda, siempre hace un énfasis en una odontología mas como una profesión social.Pros: amable, escucha cualquier opinión así no coincida con la de él","4"
"1576100483-312","https://losestudiantes.co/","Leonardo Andres Amado SuarezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/leonardo-andres-amado-suarez","Petulante y arrogante, no sabe enseñar. Quiere inculcar a los estudiantes sus propios pensamientos. Siempre tiene que hacer curva al final del semestre porque absolutamente nadie pasa la materia.","1.5"
"1576100208-299","https://losestudiantes.co/","Andres Rueda JimenezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/andres-rueda-jimenez","Muy buen docente,clases no son para nada aburridas.se preocupa por que uno aprenda de verdad.Pros: paciente","4.7"
"1576100144-296","https://losestudiantes.co/","Ricardo Parra GiraldoSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/ricardo-parra-giraldo","Excelente docente, verdadero pedagogo, concientiza mucho sobre la realidad del país en cada clase. Tiene carismaPros: inteligente","4.5"
"1576100483-311","https://losestudiantes.co/","Leonardo Andres Amado SuarezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/leonardo-andres-amado-suarez","Pros: es un excelente conocedor de logica, es un profe muy áspero, tiene demasiado conocimiento que uno puede implementar para la carrera y para la vida, si se sabe aprovecharCons: aveces es bastante duro con los estudiantes, es bastante exigente, no regala notas","4"
"1576100490-313","https://losestudiantes.co/","Eduardo Low PadillaSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/eduardo-low-padilla","Es muy inteligente sabe demasiado de fisiología, solo necesita de un marcador y un tablero y puede hablar por horas de todo el conocimiento que tiene. En las clases uno aprende mucho, siempre pone casos de la vida real y hace mas fácil la comprensión.Pros: inteligente","4"
"1576100264-301","https://losestudiantes.co/","Italy Linero SegreraSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/italy-linero-segrera","Excelente profesora, clases muy entretenidads, muy buenas, uno aprende muchisimo y de paso son graciosas.Muy buena investigadora.Pros: amable, graciosa, inteligente","4.9"
"1576100426-307","https://losestudiantes.co/","Juan Norberto Calvo RamirezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/juan-norberto-calvo-ramirez","Es buen docente en la clínica, muy respetuoso con uno y con el paciente, escucha la opinión de uno y le explica con mucha paciencia.Pros: sabe escuchar, sabe enseñar","4.8"
"1576100334-304","https://losestudiantes.co/","Lilia Esperanza Cuellar CaicedoSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/lilia-esperanza-cuellar-caicedo","Buen manejo de las clases asi como del material para explicar los temas, los laboratorios practicos son bastate buenos en cuanto al aprendizaje y se guarda una relacion estudiante-profesor todo el curso, lo que ayuda a mejorar la calidad de los modelos, encerados, etc.","4"
"1576100483-310","https://losestudiantes.co/","Leonardo Andres Amado SuarezSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/leonardo-andres-amado-suarez","El profesor tiene muy buen dominio en los temas a tratar en la materia, y es evidente si experiencia en los diferentes campos de la lógica informal. Considero que es buen profesor, a pesar de que sus metodologías, a mi modo de ver las cosas, no son las más apropiadas en diversas situaciones, tales como presentaciones de más de 200 diapositivas, y un gran número de peliculas, asignadas simultáneamente lo que ocupa más del tiempo que corresponde a los créditos del curso.","3.5"
"1576100229-300","https://losestudiantes.co/","Diego Enrique Betancourt CastroSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/diego-enrique-betancourt-castro","Es bueno dando clase teorica, pero cuando uno pide una opinión en la clase practica no dice si uno va bien o mal, solo dice empiece a formar su propio criterio y ya (uno queda mas perdido que antes). De los docentes que califican en el laboratorio es el que califica mas duro.","3.7"
"1576100468-308","https://losestudiantes.co/","Luis Alberto Sanchez AlfaroSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/luis-alberto-sanchez-alfaro","Es relativamente bueno, no es monótono y sus clases son un poco entretenidas, Pasar con él es sencilloPros: didáctico","4"
"1576100327-302","https://losestudiantes.co/","Angela Ines Galvis TorresSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/angela-ines-galvis-torres","Pros: es la mejor docente de morfologia oral","4.9"
"1576100144-295","https://losestudiantes.co/","Ricardo Parra GiraldoSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/ricardo-parra-giraldo","Excelente profesor, un verdadero pedagogo, buena experiencia y clases entretenidas , bunas diapositivas y siempre invita a la reflexión sobre problematicas del país.","5"
"1576100377-306","https://losestudiantes.co/","Francisco Javier Acero LuzardoSalud Oral y Odontología","https://losestudiantes.co/universidad-nacional/salud-oral-y-odontologia/profesores/francisco-javier-acero-luzardo","La clase teórica es interactiva, lo cual no la hace aburrida, es buen profesor.","4.1"
