web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576038411-1285","https://losestudiantes.co/","Helber De Jesus BarbosaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/helber-de-jesus-barbosa-barbosa","El Profe es un amor a pesar de que usa mucha dio positiva lo cual es un tris tedioso, se debe tener full memoria o adquirirla para que le vaya a uno bien aunque los parciales del Profe no son tan terribles de pasar y el Profe se esmera en que a uno le quede algo de lo que enseña por lo que lo recomendaría un mlnton","4"
"1576038603-1329","https://losestudiantes.co/","Pilar Ester Luengas CaicedoFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/pilar-ester-luengas-caicedo","Buena Docente. Es aprende bastante sobre botánica y productos naturales con ella. Es muy amable y esta dispuesta siempre a resolver preguntas.","4"
"1576038610-1330","https://losestudiantes.co/","German Eduardo Matiz MeloFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/german-eduardo-matiz-melo","Es un profesor muy buena gente. Explica de forma adecuada los ejercicios, aunque hay que hablale bastaste duro (en volumen) porque es sordo, asi que muchas personas que preguntan se sienten ignoradas. Los parciales suelen ser muy precisos y poco vale si las respuestas no son las adecuadas Por lo demas es bien.Pros: Explica muy bien los temas, presto a comentarios y sugerencias.Cons: Usa diapositivas que en ocasiones los ejercicios no se ven porque estan hecho a lapiz y el video beam no tiene buen contraste.","4.3"
"1576038418-1297","https://losestudiantes.co/","Alfredo Badillo UjuetaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/alfredo-badillo-ujueta","Profesor de Biología General, módulo Biología Celular. El docente sabe mucho de su área. A veces, se vuelve muy repetitivo con los temas. Hay que concentrarse para no perderse fácil durante la explicación. Es duro al calificar. Pros: Sabe mucho de su área. Cons: -El parcial es difícil. 
-Califica duro.  
-Su voz no permite una fácil concentración. 
-No es muy receptivo ante reclamos por calificaciones.","3"
"1576038503-1312","https://losestudiantes.co/","Claudio Jaime Gomez AlegriaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/claudio-jaime-gomez-alegria","Es muy buen profesor, sabe mucho de los temas que está tratando, debes copiar o tomar foto a todas las diapositivas ya que de ahí salen los exámenes, son de opción múltiple solo 3 o 4 parciales. Muestra videos, ejemplos, gráficas con tal de que uno entienda.","5"
"1576038553-1322","https://losestudiantes.co/","Mario Francisco Guerrero PabonFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/mario-francisco-guerrero-pabon","Es un excelente profesor, se nota el dominio con el que maneja los temas. Su manera de calificar es por medio de quices acumulativos, ya que cada clase da un tema y así lo va evaluando hasta su última clase, por lo que uno debe ser constante al momento de estudiar, y aunque al final sea desesperante por tanto tema a uno se le queda todo lo que él dicta. Además por cada tema deja unos artículos los cuales también evalúa, en sus quices es muy cascarero así que toca leer muy bien.","4.5"
"1576038574-1325","https://losestudiantes.co/","Angela Patricia RojasFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/angela-patricia-rojas-rojas","Mmm vi con ella el laboratorio de microbiología general no me gusto la metodología los parciales son impasables. Es un tanto desordenada se nota que quiere enseñar y le gusta pero si tiene algunas fallas en cuanto a la metodología se estresa mucho en el laboratorio y aunque se nota que sabe tiene dificultades para transmitirlo","3.8"
"1576038553-1321","https://losestudiantes.co/","Mario Francisco Guerrero PabonFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/mario-francisco-guerrero-pabon","Muy bueno. Excelente docente y persona.Pros: Maneja el tema, muy tolerante.","5"
"1576038482-1309","https://losestudiantes.co/","Edelberto Silva GomezFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/edelberto-silva-gomez","Pros: Sabe mucho sobre micro, en especial de investigaciónCons: Tiene un genio terrible, inclusive a veces le grita a los estudiantes y he escuchado historias sobre gente saliendo llorando de sus clases","2.1"
"1576038574-1327","https://losestudiantes.co/","Angela Patricia RojasFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/angela-patricia-rojas-rojas","En la asignatura fue una profesora 100% catedrática. Se nota que sabe demasiado de los temas que trata por lo que uno aprende bastante si logra cogerle el ritmo, mete muuucho tema en una sola clase. Los parciales son de una dificultad media con preguntas de opción múltiple muy puntuales.Pros: Tiene un manejo excelente de los temas.Cons: Abarca tanto tema que a veces es complicado afianzar el conocimiento por lo que requiere bastante estudio.","4"
"1576038368-1273","https://losestudiantes.co/","Bibiana Margarita Rosa Vallejo DiazFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/bibiana-margarita-rosa-vallejo-diaz","Es bastante dura para calificar dado que pregunta temas muy puntuales y así se aproxime la respuesta no la vale. Sin embargo es buena gente.Pros: Se toma la molestia de explicar si uno no entiende.Cons: Las clases suelen ser ladrilludas, y desde que inicia hasta que termina el tiempo de clase es botando contenido. Se toma 1 minuto de descanso.","3.3"
"1576038418-1299","https://losestudiantes.co/","Alfredo Badillo UjuetaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/alfredo-badillo-ujueta","Simplemente el peor profesor que he podido encontrar en mi carrera,sus clases son terriblemente aburridas y no se esfuerza ni un poco por explicar,sus ejemplos son absurdos y los parciales son de rellenar lo mismo del libro,no es una clase para aprender si no para memorizar el libro,además de ser una clase totalmente inservible con un profesor egocéntrico y sin un mínimo de pedagogía,pongo en total duda si si hizo una carrera universitaria o si más bien hizo un curso de aprender libro. En sus parciales pone puntos de dibujar y si el dibujo no le parece lo suficientemente bueno recomienda hacer un curso de dibujo básico, en resumen es más útil Bogotá musical que su clase.Pros: Ninguno
El peor profesor que he podido encontrarme Cons: Todo,además de explicar terriblemente mal si se le hace un reclamo se ofende y es grosero.","1.5"
"1576038375-1276","https://losestudiantes.co/","Juan Camilo Marin LoaizaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/juan-camilo-marin-loaiza","Excelente docente, se aprende muchísimo con el sobre los temas que dicta, y los domina muy bien. Se preocupa porque los estudiantes aprendan. Siempre esta atento a responder cualquier tipo de inquietud que se tenga. Uno de los mejores profesores que tiene la universidad y particularmente el departamento del Farmacia.Pros: Explica muy bien, Deja talleres para estudiar los temas vistos en clase, es muy amable.","5"
"1576038418-1291","https://losestudiantes.co/","Alfredo Badillo UjuetaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/alfredo-badillo-ujueta","Enseña bastante y de forma buena los temasCons: Los parciales son mucho de memoria","3.5"
"1576038375-1275","https://losestudiantes.co/","Juan Camilo Marin LoaizaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/juan-camilo-marin-loaiza","Es un excelente docente, explica muy bien, es ordenado, califica rápido y a parte es muy buena persona, siempre dispuesto a ayudar a sus estudiantes en lo que necesiten.Cons: Sus parciales pueden ser difíciles","5"
"1576038382-1280","https://losestudiantes.co/","Milton Josue Crosby GranadosFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/milton-josue-crosby-granados","Pésimo docente, llega una hora u hora y media tarde a las clases y empieza a hablar de temas que poco o nada tienen que ver con la materia; Es egocéntrico y tiene la convicción de que nadie sabe más que él, por ello ante un parcial o un debate no acepta contra argumentos así tengan base bibliográfica; Enseña los temas de manera generalizada y con la excusa de que algunas cosas no se van a preguntar en el parcial o no serán útiles para la carrera (dejando de lado que si son útiles para entender otros temas) además de ignorar por completo el programa académico del curso. Pros: Conoces temas y problemáticas de la actualidad 
Sabe de nutrición Cons: Impuntual
Obstinado
Disperso","1.5"
"1576038646-1342","https://losestudiantes.co/","Yolima Baena AristizabalFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/yolima-baena-aristizabal","Pros: Es una profesora a la que realmente se le nota que le encanta enseñar y es muy didáctica","5"
"1576038503-1311","https://losestudiantes.co/","Claudio Jaime Gomez AlegriaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/claudio-jaime-gomez-alegria","En realidad es un profesor excelente. Sabe muchísimo y tiene una gran habilidad para enseñar. Sus parciales incluyen exactamente lo que se trabajó en la clase, son completamente manejables. Se disfruta muchísimo la clase con él ya que la hace amena, relaciona los temas con la vida cotidiana para recordarlas mejor y hace buen uso de las diapositivas que elabora. A veces llega un poco tarde.","5"
"1576038574-1326","https://losestudiantes.co/","Angela Patricia RojasFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/angela-patricia-rojas-rojas","Es muy buena profesora, explica bien los tema y los maneja igual de bien. Tal vez tiene algunos problemas con el orden en el que los dicta, pero de resto muy bien. Algo que no me pareció muy válido, es que los trabajos que dejaba, eran como de leer unas lecturas que pasaba, y escribir textualmente lo que decía en el libro, eso era en la misma clase. Los parciales eran de opción múltiple y muy sencillos.","4"
"1576038305-1270","https://losestudiantes.co/","Yoshie Adriana Hata UribeFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/yoshie-adriana-hata-uribe","Es una buena profesora, la cual demuestra que domina bien el tema. El único problema que le veo es que sus clases tienden a ser muy aburridas, quizás le falta mas entusiasmo porque su voz es arrolladora y a veces tienden a repetir lo mismo en varias ocasiones. Ella por lo general deja talleres para resolver en clase, sus parciales son duros pero se pueden pasar ya que pregunta todo lo que enseña.","3.6"
"1576038346-1271","https://losestudiantes.co/","Diana Marcela Aragon NovoaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/diana-marcela-aragon-novoa","Es una buena profesora, es muy clara al momento de explicar el tema. Sus parciales son fáciles aunque hay que estudiar mucho porque pregunta de todas las prácticas realizadas en el laboratorio.","4.2"
"1576038418-1294","https://losestudiantes.co/","Alfredo Badillo UjuetaFarmacia","https://losestudiantes.co/universidad-nacional/farmacia/profesores/alfredo-badillo-ujueta","Pros: Se ve que maneja bastante los temasCons: La clase se torna muy muy aburrida, no busca más métodos que la cátedra, el parcial es muy complicado.","1.5"
